#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RECQL4	GINS1	9606.ENSP00000482313	9606.ENSP00000262460	0	0	0	0	0.210	0.292	0	0.151	0.483
RECQL4	PPAT	9606.ENSP00000482313	9606.ENSP00000264220	0.078	0	0	0	0.083	0.292	0	0.203	0.459
RECQL4	POLQ	9606.ENSP00000482313	9606.ENSP00000264233	0.045	0	0	0.547	0.361	0	0	0.249	0.502
RECQL4	NEIL3	9606.ENSP00000482313	9606.ENSP00000264596	0.098	0	0	0	0.147	0	0	0.365	0.469
RECQL4	TICRR	9606.ENSP00000482313	9606.ENSP00000268138	0.045	0	0	0	0.356	0	0	0.958	0.972
RECQL4	CDCA5	9606.ENSP00000482313	9606.ENSP00000275517	0	0	0	0	0.432	0	0	0.199	0.526
RECQL4	PLK1	9606.ENSP00000482313	9606.ENSP00000300093	0	0	0	0	0.206	0.415	0	0.275	0.634
RECQL4	BIRC5	9606.ENSP00000482313	9606.ENSP00000301633	0	0	0	0	0.363	0	0	0.152	0.437
RECQL4	RMI2	9606.ENSP00000482313	9606.ENSP00000310356	0	0	0	0	0.149	0	0	0.484	0.542
RECQL4	AURKB	9606.ENSP00000482313	9606.ENSP00000313950	0	0	0	0	0.270	0.096	0	0.203	0.429
RECQL4	FOXM1	9606.ENSP00000482313	9606.ENSP00000342307	0	0	0	0	0.443	0	0	0.082	0.467
RECQL4	UBE2C	9606.ENSP00000482313	9606.ENSP00000348838	0	0	0	0	0.330	0.096	0	0.135	0.431
RECQL4	XRCC2	9606.ENSP00000482313	9606.ENSP00000352271	0	0	0	0	0.148	0	0	0.401	0.467
RECQL4	EXO1	9606.ENSP00000482313	9606.ENSP00000355506	0.050	0	0	0	0.666	0.763	0	0.782	0.981
RECQL4	KIF14	9606.ENSP00000482313	9606.ENSP00000356319	0	0	0	0	0.138	0.292	0	0.114	0.412
RECQL4	TTK	9606.ENSP00000482313	9606.ENSP00000358813	0	0	0	0	0.154	0.292	0	0.187	0.471
RECQL4	ALDH18A1	9606.ENSP00000482313	9606.ENSP00000360268	0.086	0	0	0	0.218	0.292	0	0.244	0.566
RECQL4	RAD54L	9606.ENSP00000482313	9606.ENSP00000361043	0.048	0	0	0	0.462	0.401	0	0.482	0.820
RECQL4	CDC20	9606.ENSP00000482313	9606.ENSP00000361540	0	0	0	0	0.262	0	0	0.229	0.407
RECQL4	CDCA8	9606.ENSP00000482313	9606.ENSP00000362146	0	0	0	0	0.358	0	0	0.202	0.466
RECQL4	HMMR	9606.ENSP00000482313	9606.ENSP00000377492	0	0	0	0	0.172	0	0	0.431	0.509
RECQL4	PAICS	9606.ENSP00000482313	9606.ENSP00000382595	0	0	0	0	0.097	0.292	0	0.226	0.462
RECQL4	PYCR1	9606.ENSP00000482313	9606.ENSP00000384949	0.047	0	0	0	0.138	0.292	0	0.091	0.400
RECQL4	CHEK1	9606.ENSP00000482313	9606.ENSP00000391090	0	0	0	0	0.191	0.299	0	0.583	0.743
RECQL4	CDC45	9606.ENSP00000482313	9606.ENSP00000405726	0	0	0	0	0.520	0.510	0	0.930	0.982
RECQL4	TOP2A	9606.ENSP00000482313	9606.ENSP00000411532	0.069	0	0	0	0.223	0.281	0	0.387	0.638
RECQL4	MCM10	9606.ENSP00000482313	9606.ENSP00000418268	0	0	0	0	0.479	0.526	0	0.961	0.989
RECQL4	PBK	9606.ENSP00000482313	9606.ENSP00000428489	0	0	0	0	0.190	0.292	0	0.091	0.433
RECQL4	RCC1	9606.ENSP00000482313	9606.ENSP00000497402	0	0	0	0	0.173	0.292	0	0.066	0.405
RECQL4	UBE2T	9606.ENSP00000482313	9606.ENSP00000494957	0	0	0	0	0.240	0.096	0	0.226	0.423
RGCC	CCNB1	9606.ENSP00000368664	9606.ENSP00000256442	0	0	0	0	0	0	0	0.810	0.810
RGCC	PLK1	9606.ENSP00000368664	9606.ENSP00000300093	0	0	0	0	0	0.292	0	0.502	0.632
RGS17	SPTBN2	9606.ENSP00000206262	9606.ENSP00000432568	0	0	0	0	0.055	0.053	0	0.428	0.443
RGS17	S1PR1	9606.ENSP00000206262	9606.ENSP00000305416	0	0	0	0	0.046	0	0	0.454	0.457
RHBDL2	CLEC14A	9606.ENSP00000289248	9606.ENSP00000353013	0	0	0	0	0.049	0.053	0	0.454	0.466
RMI2	GINS2	9606.ENSP00000310356	9606.ENSP00000253462	0	0	0	0	0.320	0	0	0.246	0.465
RMI2	CCNB1	9606.ENSP00000310356	9606.ENSP00000256442	0	0	0	0	0.365	0	0	0.119	0.416
RMI2	BRIP1	9606.ENSP00000310356	9606.ENSP00000259008	0	0	0	0	0.161	0	0.500	0.457	0.752
RMI2	POLQ	9606.ENSP00000310356	9606.ENSP00000264233	0	0	0	0	0.219	0	0	0.304	0.433
RMI2	CDCA5	9606.ENSP00000310356	9606.ENSP00000275517	0	0	0	0	0.439	0	0	0.106	0.477
RMI2	MELK	9606.ENSP00000310356	9606.ENSP00000298048	0	0	0	0	0.380	0	0	0.085	0.409
RMI2	TPX2	9606.ENSP00000310356	9606.ENSP00000300403	0	0	0	0	0.378	0	0	0.088	0.408
RMI2	UBE2C	9606.ENSP00000310356	9606.ENSP00000348838	0	0	0	0	0.337	0	0	0.135	0.402
RMI2	CCNA2	9606.ENSP00000310356	9606.ENSP00000481380	0	0	0	0	0.326	0	0	0.170	0.417
RMI2	CDCA8	9606.ENSP00000310356	9606.ENSP00000362146	0	0	0	0	0.411	0	0	0.082	0.436
RMI2	MKI67	9606.ENSP00000310356	9606.ENSP00000357643	0	0	0	0	0.242	0.292	0	0	0.440
RMI2	MCM10	9606.ENSP00000310356	9606.ENSP00000418268	0	0	0	0	0.326	0	0	0.227	0.457
RMI2	TOP2A	9606.ENSP00000310356	9606.ENSP00000411532	0	0	0	0	0.342	0	0	0.291	0.514
RMI2	RECQL4	9606.ENSP00000310356	9606.ENSP00000482313	0	0	0	0	0.149	0	0	0.484	0.542
RMI2	ERCC6L	9606.ENSP00000310356	9606.ENSP00000334675	0	0	0	0	0.204	0	0	0.480	0.568
RMI2	RAD54L	9606.ENSP00000310356	9606.ENSP00000361043	0	0	0	0	0.321	0	0	0.442	0.605
RMI2	CDC45	9606.ENSP00000310356	9606.ENSP00000405726	0	0	0	0	0.454	0	0	0.329	0.618
RMI2	XRCC2	9606.ENSP00000310356	9606.ENSP00000352271	0	0	0	0	0.084	0	0.500	0.255	0.629
RMI2	UBE2T	9606.ENSP00000310356	9606.ENSP00000494957	0	0	0	0	0.462	0	0	0.455	0.694
RMI2	CHEK1	9606.ENSP00000310356	9606.ENSP00000391090	0	0	0	0	0.255	0	0.500	0.370	0.744
RMI2	EXO1	9606.ENSP00000310356	9606.ENSP00000355506	0	0	0.214	0	0.364	0	0.500	0.601	0.887
ROBO4	RASIP1	9606.ENSP00000304945	9606.ENSP00000222145	0	0	0	0	0.359	0	0	0.268	0.511
ROBO4	CD93	9606.ENSP00000304945	9606.ENSP00000246006	0	0	0	0	0.213	0	0	0.488	0.580
ROBO4	USHBP1	9606.ENSP00000304945	9606.ENSP00000252597	0	0	0	0	0.405	0	0	0.140	0.467
ROBO4	RAMP2	9606.ENSP00000304945	9606.ENSP00000253796	0	0	0	0	0.363	0	0	0.166	0.447
ROBO4	CCM2L	9606.ENSP00000304945	9606.ENSP00000262659	0	0	0	0	0.423	0	0	0.156	0.492
ROBO4	EMCN	9606.ENSP00000304945	9606.ENSP00000296420	0	0	0	0	0.489	0	0	0.425	0.694
ROBO4	SOX7	9606.ENSP00000304945	9606.ENSP00000301921	0	0	0	0	0.189	0	0	0.371	0.469
ROBO4	PECAM1	9606.ENSP00000304945	9606.ENSP00000457421	0	0	0	0	0.173	0.122	0	0.397	0.524
ROBO4	PTPRB	9606.ENSP00000304945	9606.ENSP00000334928	0	0	0	0	0.356	0.056	0	0.330	0.557
ROBO4	ECSCR	9606.ENSP00000304945	9606.ENSP00000479243	0	0	0	0	0.303	0	0	0.419	0.577
ROBO4	TEK	9606.ENSP00000304945	9606.ENSP00000369375	0	0	0	0	0.347	0.050	0	0.444	0.625
ROBO4	CLEC14A	9606.ENSP00000304945	9606.ENSP00000353013	0	0	0.252	0	0.345	0	0	0.420	0.691
ROBO4	CDH5	9606.ENSP00000304945	9606.ENSP00000497290	0	0	0	0	0.424	0	0	0.512	0.707
ROBO4	MMRN2	9606.ENSP00000304945	9606.ENSP00000361097	0	0	0	0	0.635	0.053	0	0.298	0.736
RRM2	CDC6	9606.ENSP00000353770	9606.ENSP00000209728	0	0	0	0	0.745	0	0	0.734	0.929
RRM2	MYBL2	9606.ENSP00000353770	9606.ENSP00000217026	0	0	0	0	0.553	0	0	0.453	0.745
RRM2	ORC6	9606.ENSP00000353770	9606.ENSP00000219097	0	0	0	0	0.286	0	0	0.435	0.579
RRM2	NCAPH	9606.ENSP00000353770	9606.ENSP00000240423	0	0	0	0	0.620	0	0	0.297	0.721
RRM2	DLGAP5	9606.ENSP00000353770	9606.ENSP00000247191	0	0	0	0	0.848	0	0	0.683	0.950
RRM2	E2F8	9606.ENSP00000353770	9606.ENSP00000250024	0	0	0	0	0.688	0	0	0.401	0.805
RRM2	NCAPG	9606.ENSP00000353770	9606.ENSP00000251496	0	0	0	0	0.802	0	0	0.475	0.892
RRM2	GINS2	9606.ENSP00000353770	9606.ENSP00000253462	0	0	0	0	0.467	0	0	0.289	0.605
RRM2	CCNB1	9606.ENSP00000353770	9606.ENSP00000256442	0	0	0	0	0.653	0	0	0.739	0.905
RRM2	TROAP	9606.ENSP00000353770	9606.ENSP00000257909	0	0	0	0	0.407	0	0	0.185	0.496
RRM2	ESPL1	9606.ENSP00000353770	9606.ENSP00000257934	0	0	0	0	0.471	0	0	0.328	0.629
RRM2	KIF11	9606.ENSP00000353770	9606.ENSP00000260731	0	0	0	0	0.863	0	0	0.634	0.947
RRM2	NDC80	9606.ENSP00000353770	9606.ENSP00000261597	0	0	0	0	0.684	0	0	0.229	0.745
RRM2	PKMYT1	9606.ENSP00000353770	9606.ENSP00000262300	0	0	0	0	0.299	0	0	0.366	0.536
RRM2	GINS1	9606.ENSP00000353770	9606.ENSP00000262460	0	0	0	0	0.614	0	0	0.551	0.819
RRM2	SGO1	9606.ENSP00000353770	9606.ENSP00000263753	0	0	0	0	0.350	0	0	0.223	0.473
RRM2	NEIL3	9606.ENSP00000353770	9606.ENSP00000264596	0	0	0	0	0.411	0	0	0.066	0.426
RRM2	DEPDC1B	9606.ENSP00000353770	9606.ENSP00000265036	0	0	0	0	0.474	0	0	0.203	0.563
RRM2	ANLN	9606.ENSP00000353770	9606.ENSP00000265748	0	0	0	0	0.420	0	0	0.645	0.785
RRM2	TICRR	9606.ENSP00000353770	9606.ENSP00000268138	0	0	0	0	0.337	0	0	0.197	0.445
RRM2	NUF2	9606.ENSP00000353770	9606.ENSP00000271452	0	0	0	0	0.641	0	0	0.433	0.787
RRM2	CDCA5	9606.ENSP00000353770	9606.ENSP00000275517	0	0	0	0	0.516	0	0	0.375	0.684
RRM2	BUB1B	9606.ENSP00000353770	9606.ENSP00000287598	0	0	0	0	0.823	0	0	0.576	0.922
RRM2	CCNB2	9606.ENSP00000353770	9606.ENSP00000288207	0	0	0	0	0.566	0	0	0.808	0.913
RRM2	MELK	9606.ENSP00000353770	9606.ENSP00000298048	0	0	0	0	0.811	0.060	0	0.656	0.933
RRM2	PLK1	9606.ENSP00000353770	9606.ENSP00000300093	0	0	0	0	0.478	0.329	0	0.667	0.873
RRM2	TPX2	9606.ENSP00000353770	9606.ENSP00000300403	0	0	0	0	0.812	0	0	0.713	0.943
RRM2	BIRC5	9606.ENSP00000353770	9606.ENSP00000301633	0	0	0	0	0.758	0	0	0.584	0.895
RRM2	CKAP2L	9606.ENSP00000353770	9606.ENSP00000305204	0	0	0	0	0.393	0	0	0.199	0.493
RRM2	AURKB	9606.ENSP00000353770	9606.ENSP00000313950	0	0	0	0	0.621	0	0	0.596	0.840
RRM2	SKA3	9606.ENSP00000353770	9606.ENSP00000319417	0	0	0	0	0.472	0	0	0.066	0.485
RRM2	EZH2	9606.ENSP00000353770	9606.ENSP00000320147	0	0	0	0	0.502	0.091	0	0.290	0.650
RRM2	CDC25C	9606.ENSP00000353770	9606.ENSP00000321656	0	0	0	0	0.409	0	0	0.453	0.663
RRM2	SPAG5	9606.ENSP00000353770	9606.ENSP00000323300	0	0	0	0	0.602	0.049	0	0.225	0.681
RRM2	KIF15	9606.ENSP00000353770	9606.ENSP00000324020	0	0	0	0	0.612	0	0	0.220	0.684
RRM2	CDCA2	9606.ENSP00000353770	9606.ENSP00000328228	0	0	0	0	0.420	0	0	0.194	0.513
RRM2	CENPA	9606.ENSP00000353770	9606.ENSP00000336868	0	0	0	0	0.554	0	0	0.608	0.818
RRM2	FOXM1	9606.ENSP00000353770	9606.ENSP00000342307	0	0	0	0	0.681	0	0	0.505	0.835
RRM2	UBE2C	9606.ENSP00000353770	9606.ENSP00000348838	0	0	0	0	0.730	0.068	0	0.749	0.931
RRM2	IQGAP3	9606.ENSP00000353770	9606.ENSP00000354451	0	0	0	0	0.328	0	0	0.204	0.442
RRM2	STIL	9606.ENSP00000353770	9606.ENSP00000360944	0	0	0	0	0.378	0.102	0	0.129	0.472
RRM2	UBE2T	9606.ENSP00000353770	9606.ENSP00000494957	0	0	0	0	0.368	0.068	0	0.347	0.582
RRM2	RAD54L	9606.ENSP00000353770	9606.ENSP00000361043	0	0	0	0	0.383	0.053	0	0.373	0.602
RRM2	KIF14	9606.ENSP00000353770	9606.ENSP00000356319	0	0	0	0	0.452	0	0	0.309	0.606
RRM2	GTSE1	9606.ENSP00000353770	9606.ENSP00000415430	0	0	0	0	0.384	0	0	0.400	0.614
RRM2	DEPDC1	9606.ENSP00000353770	9606.ENSP00000412292	0	0	0	0	0.453	0	0	0.327	0.616
RRM2	KIF18B	9606.ENSP00000353770	9606.ENSP00000465992	0	0	0	0	0.602	0	0	0.252	0.690
RRM2	NEK2	9606.ENSP00000353770	9606.ENSP00000355966	0	0	0	0	0.521	0	0	0.447	0.724
RRM2	KIF2C	9606.ENSP00000353770	9606.ENSP00000361298	0	0	0	0	0.561	0	0	0.473	0.758
RRM2	CDCA3	9606.ENSP00000353770	9606.ENSP00000442068	0	0	0	0	0.605	0	0	0.414	0.759
RRM2	EXO1	9606.ENSP00000353770	9606.ENSP00000355506	0	0	0	0	0.600	0.071	0	0.475	0.788
RRM2	HMMR	9606.ENSP00000353770	9606.ENSP00000377492	0	0	0	0	0.681	0.049	0	0.414	0.807
RRM2	MCM10	9606.ENSP00000353770	9606.ENSP00000418268	0	0	0	0	0.683	0	0	0.453	0.820
RRM2	TTK	9606.ENSP00000353770	9606.ENSP00000358813	0	0	0	0	0.689	0	0	0.447	0.820
RRM2	CENPF	9606.ENSP00000353770	9606.ENSP00000355922	0	0	0	0	0.530	0	0	0.638	0.822
RRM2	UHRF1	9606.ENSP00000353770	9606.ENSP00000479617	0	0	0	0	0.785	0	0	0.329	0.850
RRM2	CHEK1	9606.ENSP00000353770	9606.ENSP00000391090	0	0	0	0	0.463	0.079	0	0.725	0.852
RRM2	ASPM	9606.ENSP00000353770	9606.ENSP00000356379	0	0	0	0	0.626	0	0	0.627	0.854
RRM2	CDCA8	9606.ENSP00000353770	9606.ENSP00000362146	0	0	0	0	0.611	0	0	0.659	0.861
RRM2	HJURP	9606.ENSP00000353770	9606.ENSP00000414109	0	0	0	0	0.706	0	0	0.564	0.866
RRM2	CDC45	9606.ENSP00000353770	9606.ENSP00000405726	0	0	0	0	0.708	0	0	0.573	0.870
RRM2	CDC20	9606.ENSP00000353770	9606.ENSP00000361540	0	0	0	0	0.770	0.049	0	0.609	0.907
RRM2	ENTPD8	9606.ENSP00000353770	9606.ENSP00000360561	0	0	0	0	0	0	0.914	0	0.914
RRM2	KIF4A	9606.ENSP00000353770	9606.ENSP00000363524	0	0	0	0	0.804	0	0	0.642	0.927
RRM2	PBK	9606.ENSP00000353770	9606.ENSP00000428489	0	0	0	0	0.783	0	0	0.690	0.930
RRM2	KIF20A	9606.ENSP00000353770	9606.ENSP00000378356	0	0	0	0	0.814	0	0	0.665	0.935
RRM2	CCNA2	9606.ENSP00000353770	9606.ENSP00000481380	0	0	0	0	0.842	0	0	0.628	0.939
RRM2	ZWINT	9606.ENSP00000353770	9606.ENSP00000363055	0	0	0	0	0.900	0	0	0.446	0.942
RRM2	MKI67	9606.ENSP00000353770	9606.ENSP00000357643	0	0	0	0	0.822	0	0	0.708	0.945
RRM2	CEP55	9606.ENSP00000353770	9606.ENSP00000360540	0	0	0	0	0.801	0	0	0.739	0.945
RRM2	TOP2A	9606.ENSP00000353770	9606.ENSP00000411532	0	0.035	0	0	0.807	0	0	0.785	0.956
RXFP1	LGR4	9606.ENSP00000405841	9606.ENSP00000368516	0	0	0	0.594	0.063	0.071	0	0.394	0.427
RXFP1	CALCRL	9606.ENSP00000405841	9606.ENSP00000376177	0	0	0	0	0.060	0	0	0.453	0.464
S1PR1	RGS17	9606.ENSP00000305416	9606.ENSP00000206262	0	0	0	0	0.046	0	0	0.454	0.457
S1PR1	CAV1	9606.ENSP00000305416	9606.ENSP00000339191	0	0	0	0	0.053	0.294	0	0.204	0.422
S1PR1	ALDH18A1	9606.ENSP00000305416	9606.ENSP00000360268	0	0	0	0	0	0	0	0.462	0.462
S1PR1	CDH5	9606.ENSP00000305416	9606.ENSP00000497290	0	0	0	0	0.181	0	0	0.419	0.504
S1PR1	PECAM1	9606.ENSP00000305416	9606.ENSP00000457421	0	0	0	0	0.235	0.091	0	0.360	0.516
SALL4	MYBL2	9606.ENSP00000217086	9606.ENSP00000217026	0	0	0	0	0.144	0	0	0.509	0.561
SALL4	SOX7	9606.ENSP00000217086	9606.ENSP00000301921	0	0	0	0	0	0.069	0	0.383	0.401
SALL4	PITX2	9606.ENSP00000217086	9606.ENSP00000495061	0	0	0	0	0.067	0	0	0.473	0.487
SALL4	SOX17	9606.ENSP00000217086	9606.ENSP00000297316	0	0	0	0	0.042	0.069	0	0.546	0.560
SALL4	EPAS1	9606.ENSP00000217086	9606.ENSP00000263734	0	0	0	0	0	0	0.500	0.169	0.566
SALL4	EZH2	9606.ENSP00000217086	9606.ENSP00000320147	0	0	0	0	0.105	0.054	0.500	0.349	0.688
SAPCD2	CDCA5	9606.ENSP00000386348	9606.ENSP00000275517	0	0	0	0	0.462	0	0	0	0.462
SEMA3G	CDH5	9606.ENSP00000231721	9606.ENSP00000497290	0	0	0	0	0.296	0	0	0.201	0.414
SEMA3G	LYVE1	9606.ENSP00000231721	9606.ENSP00000256178	0	0	0	0	0.157	0.045	0	0.419	0.491
SEMA3G	ARHGEF15	9606.ENSP00000231721	9606.ENSP00000355026	0	0	0	0	0.256	0	0	0.489	0.603
SGO1	CDC6	9606.ENSP00000263753	9606.ENSP00000209728	0	0	0	0	0.380	0	0	0.252	0.516
SGO1	MYBL2	9606.ENSP00000263753	9606.ENSP00000217026	0	0	0	0	0.328	0.045	0	0.190	0.435
SGO1	NCAPH	9606.ENSP00000263753	9606.ENSP00000240423	0	0	0	0	0.393	0	0	0.336	0.580
SGO1	DLGAP5	9606.ENSP00000263753	9606.ENSP00000247191	0	0	0	0	0.778	0	0	0.348	0.849
SGO1	E2F8	9606.ENSP00000263753	9606.ENSP00000250024	0	0	0	0	0.323	0.046	0	0.172	0.419
SGO1	NCAPG	9606.ENSP00000263753	9606.ENSP00000251496	0	0	0	0	0.555	0.047	0	0.392	0.719
SGO1	CCNB1	9606.ENSP00000263753	9606.ENSP00000256442	0	0	0	0	0.492	0.045	0.400	0.397	0.801
SGO1	TROAP	9606.ENSP00000263753	9606.ENSP00000257909	0	0	0	0	0.412	0	0	0.077	0.434
SGO1	ESPL1	9606.ENSP00000263753	9606.ENSP00000257934	0	0	0	0	0.589	0	0.500	0.893	0.976
SGO1	KIF11	9606.ENSP00000263753	9606.ENSP00000260731	0	0	0	0	0.714	0	0	0.467	0.841
SGO1	NDC80	9606.ENSP00000263753	9606.ENSP00000261597	0	0	0	0	0.754	0	0	0.737	0.932
SGO1	GINS1	9606.ENSP00000263753	9606.ENSP00000262460	0	0	0	0	0.221	0	0	0.419	0.528
SGO1	ARHGEF39	9606.ENSP00000263753	9606.ENSP00000367638	0	0	0	0	0.403	0	0	0	0.403
SGO1	CLEC14A	9606.ENSP00000263753	9606.ENSP00000353013	0	0	0.402	0	0.059	0.050	0	0	0.418
SGO1	ZWINT	9606.ENSP00000263753	9606.ENSP00000363055	0	0	0	0	0.127	0	0	0.363	0.420
SGO1	CHEK1	9606.ENSP00000263753	9606.ENSP00000391090	0	0	0	0	0.319	0	0	0.193	0.427
SGO1	RCC1	9606.ENSP00000263753	9606.ENSP00000497402	0	0	0	0	0.112	0	0	0.392	0.437
SGO1	CDC45	9606.ENSP00000263753	9606.ENSP00000405726	0	0	0	0	0.309	0	0	0.230	0.445
SGO1	TICRR	9606.ENSP00000263753	9606.ENSP00000268138	0	0	0	0	0.398	0	0	0.146	0.464
SGO1	HMMR	9606.ENSP00000263753	9606.ENSP00000377492	0	0	0	0	0.385	0	0	0.170	0.468
SGO1	RRM2	9606.ENSP00000263753	9606.ENSP00000353770	0	0	0	0	0.350	0	0	0.223	0.473
SGO1	DEPDC1B	9606.ENSP00000263753	9606.ENSP00000265036	0	0	0	0	0.450	0	0	0.097	0.482
SGO1	DEPDC1	9606.ENSP00000263753	9606.ENSP00000412292	0	0	0	0	0.427	0	0	0.160	0.498
SGO1	MCM10	9606.ENSP00000263753	9606.ENSP00000418268	0	0	0	0	0.406	0	0	0.205	0.507
SGO1	NEIL3	9606.ENSP00000263753	9606.ENSP00000264596	0	0	0	0	0.450	0	0	0.179	0.529
SGO1	FOXM1	9606.ENSP00000263753	9606.ENSP00000342307	0	0	0	0	0.448	0.054	0	0.184	0.537
SGO1	CDC25C	9606.ENSP00000263753	9606.ENSP00000321656	0	0	0	0	0.462	0	0	0.191	0.546
SGO1	UBE2C	9606.ENSP00000263753	9606.ENSP00000348838	0	0	0	0	0.488	0.045	0	0.202	0.575
SGO1	KIF18B	9606.ENSP00000263753	9606.ENSP00000465992	0	0	0	0	0.383	0.068	0	0.348	0.592
SGO1	EXO1	9606.ENSP00000263753	9606.ENSP00000355506	0	0	0	0	0.523	0	0	0.181	0.593
SGO1	GTSE1	9606.ENSP00000263753	9606.ENSP00000415430	0	0	0	0	0.485	0.046	0	0.246	0.597
SGO1	KIF14	9606.ENSP00000263753	9606.ENSP00000356319	0	0	0	0	0.447	0	0	0.311	0.603
SGO1	MKI67	9606.ENSP00000263753	9606.ENSP00000357643	0	0	0	0	0.534	0.045	0	0.194	0.610
SGO1	TPX2	9606.ENSP00000263753	9606.ENSP00000300403	0	0	0	0	0.457	0	0	0.314	0.611
SGO1	TOP2A	9606.ENSP00000263753	9606.ENSP00000411532	0	0	0	0	0.556	0	0	0.301	0.676
SGO1	KIF4A	9606.ENSP00000263753	9606.ENSP00000363524	0	0	0	0	0.519	0	0	0.397	0.698
SGO1	SKA3	9606.ENSP00000263753	9606.ENSP00000319417	0	0	0	0	0.490	0.171	0	0.381	0.716
SGO1	CDCA3	9606.ENSP00000263753	9606.ENSP00000442068	0	0	0	0	0.636	0	0	0.254	0.717
SGO1	KIF15	9606.ENSP00000263753	9606.ENSP00000324020	0	0	0	0	0.620	0.043	0	0.300	0.723
SGO1	MELK	9606.ENSP00000263753	9606.ENSP00000298048	0	0	0	0	0.657	0.045	0	0.250	0.733
SGO1	ASPM	9606.ENSP00000263753	9606.ENSP00000356379	0	0	0	0	0.634	0	0	0.305	0.734
SGO1	CEP55	9606.ENSP00000263753	9606.ENSP00000360540	0	0	0	0	0.623	0	0	0.355	0.746
SGO1	CENPF	9606.ENSP00000263753	9606.ENSP00000355922	0	0	0	0	0.580	0	0	0.419	0.746
SGO1	CKAP2L	9606.ENSP00000263753	9606.ENSP00000305204	0	0	0	0	0.647	0	0	0.314	0.747
SGO1	ERCC6L	9606.ENSP00000263753	9606.ENSP00000334675	0	0	0	0	0.470	0.071	0	0.529	0.748
SGO1	CDCA2	9606.ENSP00000263753	9606.ENSP00000328228	0	0	0.265	0	0.534	0	0	0.329	0.750
SGO1	PBK	9606.ENSP00000263753	9606.ENSP00000428489	0	0	0	0	0.695	0.071	0	0.207	0.755
SGO1	HJURP	9606.ENSP00000263753	9606.ENSP00000414109	0	0	0	0	0.510	0	0	0.533	0.761
SGO1	BIRC5	9606.ENSP00000263753	9606.ENSP00000301633	0	0	0	0	0.693	0.045	0	0.295	0.775
SGO1	CCNA2	9606.ENSP00000263753	9606.ENSP00000481380	0	0	0	0	0.698	0	0	0.317	0.785
SGO1	KIF20A	9606.ENSP00000263753	9606.ENSP00000378356	0	0	0	0	0.714	0	0	0.300	0.791
SGO1	SPAG5	9606.ENSP00000263753	9606.ENSP00000323300	0	0	0	0	0.657	0.099	0	0.420	0.805
SGO1	CCNB2	9606.ENSP00000263753	9606.ENSP00000288207	0	0	0	0	0.526	0.045	0.400	0.464	0.835
SGO1	TTK	9606.ENSP00000263753	9606.ENSP00000358813	0	0	0	0	0.731	0	0	0.419	0.837
SGO1	NEK2	9606.ENSP00000263753	9606.ENSP00000355966	0	0	0	0	0.748	0	0	0.430	0.850
SGO1	NUF2	9606.ENSP00000263753	9606.ENSP00000271452	0	0	0	0	0.740	0	0	0.478	0.858
SGO1	CENPA	9606.ENSP00000263753	9606.ENSP00000336868	0	0	0	0	0.574	0.042	0	0.730	0.880
SGO1	KIF2C	9606.ENSP00000263753	9606.ENSP00000361298	0	0	0	0	0.676	0.189	0	0.748	0.928
SGO1	CDCA5	9606.ENSP00000263753	9606.ENSP00000275517	0	0	0	0	0.558	0.292	0	0.800	0.932
SGO1	AURKB	9606.ENSP00000263753	9606.ENSP00000313950	0	0	0	0	0.542	0.292	0	0.912	0.969
SGO1	PLK1	9606.ENSP00000263753	9606.ENSP00000300093	0	0	0	0	0.389	0.294	0.800	0.728	0.973
SGO1	BUB1B	9606.ENSP00000263753	9606.ENSP00000287598	0	0	0	0	0.735	0.294	0.500	0.759	0.974
SGO1	CDC20	9606.ENSP00000263753	9606.ENSP00000361540	0	0	0	0	0.578	0.066	0.800	0.852	0.986
SGO1	CDCA8	9606.ENSP00000263753	9606.ENSP00000362146	0	0	0	0	0.859	0.294	0	0.966	0.996
SH2D3C	CSRNP1	9606.ENSP00000317817	9606.ENSP00000273153	0	0	0	0	0.054	0	0	0.405	0.413
SH2D3C	CAV1	9606.ENSP00000317817	9606.ENSP00000339191	0	0	0	0	0	0.188	0	0.414	0.503
SKA3	CDC6	9606.ENSP00000319417	9606.ENSP00000209728	0	0	0	0	0.465	0	0	0.174	0.539
SKA3	MYBL2	9606.ENSP00000319417	9606.ENSP00000217026	0	0	0	0	0.465	0	0	0.184	0.545
SKA3	NCAPH	9606.ENSP00000319417	9606.ENSP00000240423	0	0	0	0	0.670	0	0	0.461	0.814
SKA3	DLGAP5	9606.ENSP00000319417	9606.ENSP00000247191	0	0	0	0	0.733	0	0	0.287	0.801
SKA3	NCAPG	9606.ENSP00000319417	9606.ENSP00000251496	0	0	0	0	0.690	0	0	0.316	0.779
SKA3	CCNB1	9606.ENSP00000319417	9606.ENSP00000256442	0	0	0	0	0.566	0	0.720	0.327	0.911
SKA3	TROAP	9606.ENSP00000319417	9606.ENSP00000257909	0	0	0	0	0.404	0	0	0.199	0.502
SKA3	ESPL1	9606.ENSP00000319417	9606.ENSP00000257934	0	0	0	0	0.328	0	0	0.200	0.439
SKA3	KIF11	9606.ENSP00000319417	9606.ENSP00000260731	0	0	0	0	0.559	0	0	0.292	0.675
